external_operation_id,source_file,source_date,planta_original,planta_normalized,mov_original,mov,movement_type,movement_type_detail,patente_original,plate_normalized,contrato,cliente_contrato,ingreso_id,comprob,cp_remito,ctg,cupo,entregado_por_a,localidad_proc_dest,fecha_ing_original,hora_ing_original,fecha_calado_original,hora_calado_original,fecha_sal_original,hora_sal_original,external_ingreso_at,external_calado_at,external_salida_at,cod_prod,producto_original,product_normalized,plataforma_original,platform_normalized,plataforma_manual,kgs_bruto,kgs_tara,kgs_neto,kgs_neto_neto,humedad,observaciones,observacion_calidad,normalization_warnings,external_sl_balanza_entrada_at,external_sl_balanza_salida_at,tiempos_entre_pasos_source_file,tiempos_entre_pasos_match
COMPROB_000400418877,MovimientosPorContrato_20260626.xlsx,2026-06-26,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,E,E,EGRESO,E,GFL685,GFL685,95590,UNION AGRICOLA DE AVELLANEDA COOP.LTDA.-30501912405-220345,14439608,000400418877,,0,,UNION AGRICOLA DE AVELLANEDA COOP.LTDA.-30501912405-220345,ROSARIO (SFE) - SANTA FE - CP 20000,26/06/2026,12:09,,,26/06/2026,16:12,2026-06-26T12:09:00,,2026-06-26T16:12:00,0331,ACEITE SOJA CRUDO DESGOMADO,ACEITE SOJA CRUDO DESGOMADO,,,,44420,17820,26600,26600,0,FAZON 2026,,,2026-06-25T14:13:00,,TiemposEntrePasos_20260625.xlsx,PLATE_WINDOW
CTG_10133130145,MovimientosPorContrato_20260626.xlsx,2026-06-26,PLANTA AVELLANEDA,AVELLANEDA,I,I,INGRESO,I,JCW082,JCW082,95611,COMMODITIES S.A.-30640872566-222089,14439467,000200430731,0000000007533,10133130145,,GRA FER SRL-30707514627-249686,QUIMILI (SGO) - SANTIAGO DEL ESTERO - CP 3740,26/06/2026,04:09,26/06/2026,08:48,26/06/2026,16:18,2026-06-26T04:09:00,2026-06-26T08:48:00,2026-06-26T16:18:00,0909,MAIZ,MAIZ,CELDA 171 - CENTRO,CELDA_171_-_CENTRO,mrodriguez,45000,14560,30440,29572,15.5,,,UNKNOWN_PLATFORM_MAPPING,,,,
CTG_10133147551,MovimientosPorContrato_20260626.xlsx,2026-06-26,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,AA920SG,AA920SG,2000662,CARGILL S.A.C.I.-30506792165-220165,14439643,000404032729,0000000003261,10133147551,VIC848205260626,FYO ACOPIO S.A.-30711855641-249107,CAÑADA ROSQUIN (SFE) - SANTA FE - CP 24540,26/06/2026,13:22,26/06/2026,13:36,26/06/2026,16:18,2026-06-26T13:22:00,2026-06-26T13:36:00,2026-06-26T16:18:00,0301,SOJA,SOJA,VOLCABLE PTO 3,VOLCABLE_PTO_3,,52620,15540,37080,37080,12.7,"FAZON PTO 2026, FAZON PTO 2026",,,,,,
COMPROB_000200319644,MovimientosPorContrato_20260626.xlsx,2026-06-26,PLANTA AVELLANEDA,AVELLANEDA,E,E,EGRESO,E,AA118XA,AA118XA,95893,DEL ZOTTO ALEJANDRO TOMAS-20278672930-203539,14439738,000200319644,,0,,DEL ZOTTO ALEJANDRO TOMAS-20278672930-203539,RECONQUISTA - SANTA FE - CP 35600,26/06/2026,15:50,,,26/06/2026,16:20,2026-06-26T15:50:00,,2026-06-26T16:20:00,0716,DDG BURLANDA SECA DE MAIZ SIN SOLUBLES,DDG BURLANDA SECA DE MAIZ SIN SOLUBLES,DEPOSITO BURLANDAS,DEPOSITO_BURLANDAS,mrodriguez,5080,2860,2220,2220,0,,,UNKNOWN_PLATFORM_MAPPING,,,,
CTG_10133147613,MovimientosPorContrato_20260626.xlsx,2026-06-26,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,KDK364,KDK364,2000662,CARGILL S.A.C.I.-30506792165-220165,14439629,000404032730,0000100014640,10133147613,VIC226435260626,AGROPRODUCCIONES TORRESI S.R.L.-30711522952-251231,LOS JURIES - SANTIAGO DEL ESTERO - CP 37631,26/06/2026,12:56,26/06/2026,13:27,26/06/2026,16:20,2026-06-26T12:56:00,2026-06-26T13:27:00,2026-06-26T16:20:00,0301,SOJA,SOJA,VOLCABLE PTO 2,VOLCABLE_PTO_2,,51640,16320,35320,35320,10.9,"FAZON PTO 2026, FAZON PTO 2026",,,,,,
CTG_10133146806,MovimientosPorContrato_20260626.xlsx,2026-06-26,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,AE719XB,AE719XB,2000662,CARGILL S.A.C.I.-30506792165-220165,14439644,000404032731,0000000003259,10133146806,VIC879240260626,FYO ACOPIO S.A.-30711855641-249107,CAÑADA ROSQUIN (SFE) - SANTA FE - CP 24540,26/06/2026,13:22,26/06/2026,13:39,26/06/2026,16:21,2026-06-26T13:22:00,2026-06-26T13:39:00,2026-06-26T16:21:00,0301,SOJA,SOJA,VOLCABLE PTO 2,VOLCABLE_PTO_2,,52320,15860,36460,36460,12.5,"FAZON PTO 2026, FAZON PTO 2026",,,,,,
CTG_10133145252,MovimientosPorContrato_20260626.xlsx,2026-06-26,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,CEI934,CEI934,2000662,CARGILL S.A.C.I.-30506792165-220165,14439646,000404032732,0000000000179,10133145252,VIC674963260626,PRINCE CEREALES S.R.L.-30537299637-220004,SAN JOSE DE LA ESQUINA - SANTA FE - CP 21850,26/06/2026,13:23,26/06/2026,13:42,26/06/2026,16:22,2026-06-26T13:23:00,2026-06-26T13:42:00,2026-06-26T16:22:00,0301,SOJA,SOJA,VOLCABLE PTO 3,VOLCABLE_PTO_3,,44980,16320,28660,28660,13.3,"FAZON PTO 2026, FAZON PTO 2026",,,,,,
COMPROB_000400418878,MovimientosPorContrato_20260626.xlsx,2026-06-26,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,E,E,EGRESO,E,AE808WD,AE808WD,11003,,14439533,000400418878,,0,,WORMS ARGENTINA S.A-30712013962-203114,ARROYO SECO - SANTA FE - CP 21280,26/06/2026,09:04,,,26/06/2026,16:27,2026-06-26T09:04:00,,2026-06-26T16:27:00,0872,RESIDUOS ORG.,RESIDUOS ORG,,,,27240,14680,12560,12560,0,"VACIADO DE CÁMARA DECANTADORA NORTE , DESPACHO RESIDUOS ORGANICOS FUERA DE PLANTA:DF, VACIADO DE CÁMARA DECANTADORA NORTE",,,,,,
CTG_30033141239,MovimientosPorContrato_20260626.xlsx,2026-06-26,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,JTT879,JTT879,11525,BUNGE ARGENTINA S.A.-30700869918-231767,14439526,000404032733,0130000040249,30033141239,,RENOVA S.A.-30709590894-242524,SAN JERONIMO SUD - SANTA FE - CP 21360,26/06/2026,08:45,26/06/2026,08:56,26/06/2026,16:29,2026-06-26T08:45:00,2026-06-26T08:56:00,2026-06-26T16:29:00,0232,ACEITE GIRASOL PARA REFINAR,ACEITE GIRASOL PARA REFINAR,ACEITE PTO,ACEITE_PTO,,44840,15120,29720,29720,0,"FAZON RENOVA/BUNGE, FAZON RENOVA/BUNGE",,,2026-06-25T12:35:00,,TiemposEntrePasos_20260625.xlsx,PLATE_WINDOW
CTG_10133145606,MovimientosPorContrato_20260626.xlsx,2026-06-26,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,EJC153,EJC153,2000662,CARGILL S.A.C.I.-30506792165-220165,14439647,000404032734,0000000000180,10133145606,VIC598496260626,PRINCE CEREALES S.R.L.-30537299637-220004,SAN JOSE DE LA ESQUINA - SANTA FE - CP 21850,26/06/2026,13:24,26/06/2026,13:43,26/06/2026,16:29,2026-06-26T13:24:00,2026-06-26T13:43:00,2026-06-26T16:29:00,0301,SOJA,SOJA,VOLCABLE PTO 2,VOLCABLE_PTO_2,,45080,15180,29900,29900,13.4,"FAZON PTO 2026, FAZON PTO 2026",,,,,,
CTG_10233145651,MovimientosPorContrato_20260626.xlsx,2026-06-26,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,NPJ737,NPJ737,2000662,CARGILL S.A.C.I.-30506792165-220165,14439649,000404032735,0000400006538,10233145651,VIC908517260626,MARIO CALANDRI E HIJOS S.A.-30541706476-221643,SALTO (BAS) - BUENOS AIRES - CP 27410,26/06/2026,13:27,26/06/2026,13:46,26/06/2026,16:30,2026-06-26T13:27:00,2026-06-26T13:46:00,2026-06-26T16:30:00,0301,SOJA,SOJA,VOLCABLE PTO 3,VOLCABLE_PTO_3,,45040,15160,29880,29880,12.6,"FAZON PTO 2026, FAZON PTO 2026",,,,,,
COMPROB_000400418879,MovimientosPorContrato_20260626.xlsx,2026-06-26,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,E,E,EGRESO,E,VZO116,VZO116,95590,UNION AGRICOLA DE AVELLANEDA COOP.LTDA.-30501912405-220345,14439639,000400418879,,0,,UNION AGRICOLA DE AVELLANEDA COOP.LTDA.-30501912405-220345,ROSARIO (SFE) - SANTA FE - CP 20000,26/06/2026,13:11,,,26/06/2026,16:31,2026-06-26T13:11:00,,2026-06-26T16:31:00,0331,ACEITE SOJA CRUDO DESGOMADO,ACEITE SOJA CRUDO DESGOMADO,,,,44320,15400,28920,28920,0,FAZON 2026,,,2026-06-25T16:38:00,,TiemposEntrePasos_20260625.xlsx,PLATE_WINDOW
CTG_10233145836,MovimientosPorContrato_20260626.xlsx,2026-06-26,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,NPJ735,NPJ735,2000662,CARGILL S.A.C.I.-30506792165-220165,14439650,000404032736,0000400006539,10233145836,VIC539078260626,MARIO CALANDRI E HIJOS S.A.-30541706476-221643,SALTO (BAS) - BUENOS AIRES - CP 27410,26/06/2026,13:28,26/06/2026,13:47,26/06/2026,16:32,2026-06-26T13:28:00,2026-06-26T13:47:00,2026-06-26T16:32:00,0301,SOJA,SOJA,VOLCABLE PTO 3,VOLCABLE_PTO_3,,44920,15200,29720,29720,12.8,"FAZON PTO 2026, FAZON PTO 2026",,,,,,
CTG_10133139649,MovimientosPorContrato_20260626.xlsx,2026-06-26,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,AF063WD,AF063WD,2000655,COMMODITIES S.A.-30640872566-222089,14439652,000404032737,0000000001619,10133139649,VIC046233260626,DSA SERVICIOS SRL-30711067929-298881,COLONIA SANTA RITA - CORDOBA - CP 59361,26/06/2026,13:30,26/06/2026,13:49,26/06/2026,16:33,2026-06-26T13:30:00,2026-06-26T13:49:00,2026-06-26T16:33:00,0301,SOJA,SOJA,VOLCABLE PTO 2,VOLCABLE_PTO_2,,59820,21160,38660,38660,10.2,"FAZON 2026, FAZON 2026",,,,,,
CTG_30033141613,MovimientosPorContrato_20260626.xlsx,2026-06-26,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,RPL435,RPL435,11525,BUNGE ARGENTINA S.A.-30700869918-231767,14439540,000404032738,0130000040250,30033141613,,RENOVA S.A.-30709590894-242524,SAN JERONIMO SUD - SANTA FE - CP 21360,26/06/2026,09:27,26/06/2026,09:43,26/06/2026,16:36,2026-06-26T09:27:00,2026-06-26T09:43:00,2026-06-26T16:36:00,0232,ACEITE GIRASOL PARA REFINAR,ACEITE GIRASOL PARA REFINAR,ACEITE PTO,ACEITE_PTO,,40780,13340,27440,27440,0,"FAZON RENOVA/BUNGE, FAZON RENOVA/BUNGE",,,2026-06-25T11:13:00,,TiemposEntrePasos_20260625.xlsx,PLATE_WINDOW
CTG_10233145923,MovimientosPorContrato_20260626.xlsx,2026-06-26,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,LNM990,LNM990,2000662,CARGILL S.A.C.I.-30506792165-220165,14439651,000404032739,0000400006540,10233145923,VIC943497260626,MARIO CALANDRI E HIJOS S.A.-30541706476-221643,SALTO (BAS) - BUENOS AIRES - CP 27410,26/06/2026,13:28,26/06/2026,13:50,26/06/2026,16:39,2026-06-26T13:28:00,2026-06-26T13:50:00,2026-06-26T16:39:00,0301,SOJA,SOJA,VOLCABLE PTO 2,VOLCABLE_PTO_2,,44780,16400,28380,28380,12.6,"FAZON PTO 2026, FAZON PTO 2026",,,,,,
CTG_10133138931,MovimientosPorContrato_20260626.xlsx,2026-06-26,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,ULG844,ULG844,2000655,COMMODITIES S.A.-30640872566-222089,14439654,000404032740,0000200000027,10133138931,VIC600957260626,GAVIGLIO COMERCIAL S.A.-30552686531-224578,LAS PETACAS (SFE) - SANTA FE - CP 24511,26/06/2026,13:32,26/06/2026,13:52,26/06/2026,16:42,2026-06-26T13:32:00,2026-06-26T13:52:00,2026-06-26T16:42:00,0301,SOJA,SOJA,VOLCABLE PTO 3,VOLCABLE_PTO_3,,45300,15700,29600,29600,12.2,"FAZON 2026, FAZON 2026",,,,,,
CTG_10133146609,MovimientosPorContrato_20260626.xlsx,2026-06-26,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,SSQ296,SSQ296,2000655,COMMODITIES S.A.-30640872566-222089,14439656,000404032741,0000900000002,10133146609,VIC243261260626,GALVEZ CEREALES S.A.-30543627522-220169,BERNARDO DE IRIGOYEN - SANTA FE - CP 22480,26/06/2026,13:34,26/06/2026,13:55,26/06/2026,16:46,2026-06-26T13:34:00,2026-06-26T13:55:00,2026-06-26T16:46:00,0301,SOJA,SOJA,VOLCABLE PTO 2,VOLCABLE_PTO_2,,44620,15560,29060,29060,11.9,"FAZON 2026, FAZON 2026",,,,,,
COMPROB_000200430732,MovimientosPorContrato_20260626.xlsx,2026-06-26,PLANTA AVELLANEDA,AVELLANEDA,I,I,INGRESO,I,AD386JC,AD386JC,999823,,14439744,000200430732,0000100001411,0,,SUCESION DE SILIONI JORGE CARLOS-20052618526-309128,TATA CUA - CORRIENTES - CP 34212,26/06/2026,16:10,,,26/06/2026,16:47,2026-06-26T16:10:00,,2026-06-26T16:47:00,0823,CHIP DE PINO,CHIP DE PINO,PLAYA LEÑA Y CHIP,PLAYA_LEÑA_Y_CHIP,mrodriguez,45000,16780,28220,28220,0,,,UNKNOWN_PLATFORM_MAPPING,,,,
CTG_10233115646,MovimientosPorContrato_20260626.xlsx,2026-06-26,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,EOJ684,EOJ684,2000655,COMMODITIES S.A.-30640872566-222089,14439657,000404032742,0000000003488,10233115646,VIC005977260626,COMMODITIES S.A.-30640872566-222089,SAN GENARO - SANTA FE - CP 21460,26/06/2026,13:37,26/06/2026,13:57,26/06/2026,16:48,2026-06-26T13:37:00,2026-06-26T13:57:00,2026-06-26T16:48:00,0301,SOJA,SOJA,VOLCABLE PTO 3,VOLCABLE_PTO_3,,44720,13600,31120,31120,12.6,"FAZON 2026, FAZON 2026",,,,,,
CTG_10233145220,MovimientosPorContrato_20260626.xlsx,2026-06-26,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,NZO690,NZO690,2000655,COMMODITIES S.A.-30640872566-222089,14439659,000404032743,0000700010793,10233145220,VIC246701260626,JOSE A. CUSATO S.A.-30539703850-222466,FERRE - BUENOS AIRES - CP 60033,26/06/2026,13:45,26/06/2026,13:58,26/06/2026,16:51,2026-06-26T13:45:00,2026-06-26T13:58:00,2026-06-26T16:51:00,0301,SOJA,SOJA,VOLCABLE PTO 2,VOLCABLE_PTO_2,,54660,17780,36880,36880,11.7,"FAZON 2026, FAZON 2026",,,,,,
CTG_10133144077,MovimientosPorContrato_20260626.xlsx,2026-06-26,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,HFN075,HFN075,2000655,COMMODITIES S.A.-30640872566-222089,14439660,000404032744,0000000000324,10133144077,VIC576374260626,SCILINGO HNOS S.A.-30714158887-250519,COLON - BUENOS AIRES - CP 27200,26/06/2026,13:54,26/06/2026,14:01,26/06/2026,16:52,2026-06-26T13:54:00,2026-06-26T14:01:00,2026-06-26T16:52:00,0301,SOJA,SOJA,VOLCABLE PTO 3,VOLCABLE_PTO_3,,44820,14780,30040,30040,10.5,"FAZON 2026, FAZON 2026",,,2026-06-25T17:32:00,,TiemposEntrePasos_20260625.xlsx,PLATE_WINDOW
CTG_10133126656,MovimientosPorContrato_20260626.xlsx,2026-06-26,PLANTA AVELLANEDA,AVELLANEDA,I,I,INGRESO,I,AD903DI,AD903DI,95611,COMMODITIES S.A.-30640872566-222089,14439469,000200430733,0000000007521,10133126656,VAV895543260626,GRA FER SRL-30707514627-249686,QUIMILI (SGO) - SANTIAGO DEL ESTERO - CP 3740,26/06/2026,04:12,26/06/2026,09:06,26/06/2026,16:53,2026-06-26T04:12:00,2026-06-26T09:06:00,2026-06-26T16:53:00,0909,MAIZ,MAIZ,CELDA 171 - CENTRO,CELDA_171_-_CENTRO,mrodriguez,52020,16420,35600,34542,15.6,,,UNKNOWN_PLATFORM_MAPPING,,,,
CTG_10233146179,MovimientosPorContrato_20260626.xlsx,2026-06-26,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,HPK956,HPK956,2000662,CARGILL S.A.C.I.-30506792165-220165,14439661,000404032745,0000400006541,10233146179,VIC205009260626,MARIO CALANDRI E HIJOS S.A.-30541706476-221643,SALTO (BAS) - BUENOS AIRES - CP 27410,26/06/2026,13:55,26/06/2026,14:02,26/06/2026,17:02,2026-06-26T13:55:00,2026-06-26T14:02:00,2026-06-26T17:02:00,0301,SOJA,SOJA,VOLCABLE PTO 2,VOLCABLE_PTO_2,,44660,14020,30640,30640,12.5,"FAZON PTO 2026, FAZON PTO 2026",,,,,,
CTG_10233111609,MovimientosPorContrato_20260626.xlsx,2026-06-26,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,FTF155,FTF155,2000655,COMMODITIES S.A.-30640872566-222089,14439189,000404032746,0003200006578,10233111609,VIC628685250626,TOMAS HNOS.Y CIA.S.A.-30537721274-222823,GENERAL VILLEGAS - BUENOS AIRES - CP 62300,25/06/2026,14:22,25/06/2026,22:13,26/06/2026,17:03,2026-06-25T14:22:00,2026-06-25T22:13:00,2026-06-26T17:03:00,0301,SOJA,SOJA,VOLCABLE PTO 3,VOLCABLE_PTO_3,,44880,16780,28100,28100,13.2,"FAZON 2026, FAZON 2026",,,,,TiemposEntrePasos_20260625.xlsx,INGRESO_ID
CTG_10133136678,MovimientosPorContrato_20260626.xlsx,2026-06-26,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,IXK098,IXK098,2000655,COMMODITIES S.A.-30640872566-222089,14439558,000404032747,0000000000733,10133136678,VIC813561260626,RA CEREALES SA-30718874501-308909,ADELA MARIA (CBA) - CORDOBA - CP 58430,26/06/2026,10:07,26/06/2026,10:37,26/06/2026,17:09,2026-06-26T10:07:00,2026-06-26T10:37:00,2026-06-26T17:09:00,0301,SOJA,SOJA,VOLCABLE PTO 2,VOLCABLE_PTO_2,,45000,14400,30600,30386,10.6,"FAZON 2026, FAZON 2026",,,,,,
COMPROB_000200430734,MovimientosPorContrato_20260626.xlsx,2026-06-26,PLANTA AVELLANEDA,AVELLANEDA,I,I,INGRESO,I,AH731ZJ,AH731ZJ,999823,,14439753,000200430734,0000200000672,0,,GUILLERMO ANDRES KLEINUBING-20317019409-309125,PUERTO TIROL - CHACO - CP 35052,26/06/2026,16:29,,,26/06/2026,17:10,2026-06-26T16:29:00,,2026-06-26T17:10:00,0823,CHIP DE PINO,CHIP DE PINO,PLAYA LEÑA Y CHIP,PLAYA_LEÑA_Y_CHIP,mrodriguez,51420,20040,31380,31380,0,,,UNKNOWN_PLATFORM_MAPPING,,,,
CTG_10133135475,MovimientosPorContrato_20260626.xlsx,2026-06-26,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,IMP596,IMP596,2000655,COMMODITIES S.A.-30640872566-222089,14439484,000404032748,0000000000124,10133135475,VIC837465260626,DESARROLLOS AGROINDUSTRIALES DEL SUR S.A.-30712358447-307670,JESUS MARIA - CORDOBA - CP 52200,26/06/2026,05:51,26/06/2026,08:09,26/06/2026,17:10,2026-06-26T05:51:00,2026-06-26T08:09:00,2026-06-26T17:10:00,0301,SOJA,SOJA,VOLCABLE PTO 5,VOLCABLE_PTO_5,,44160,15780,28380,27722,14.8,"FAZON 2026, FAZON 2026",,,,,,
CTG_10133136222,MovimientosPorContrato_20260626.xlsx,2026-06-26,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,EWJ380,EWJ380,2000655,COMMODITIES S.A.-30640872566-222089,14439584,000404032749,0000000001114,10133136222,VIC714429260626,LA TALENITA SRL-30717391183-304699,GUZMAN - SAN LUIS - CP 57733,26/06/2026,10:59,26/06/2026,11:54,26/06/2026,17:11,2026-06-26T10:59:00,2026-06-26T11:54:00,2026-06-26T17:11:00,0301,SOJA,SOJA,VOLCABLE PTO 3,VOLCABLE_PTO_3,,45080,15060,30020,29660,11.5,"FAZON 2026, FAZON 2026",,,,,,
CTG_10133119451,MovimientosPorContrato_20260626.xlsx,2026-06-26,PLANTA AVELLANEDA,AVELLANEDA,I,I,INGRESO,I,ORE170,ORE170,95611,COMMODITIES S.A.-30640872566-222089,14439472,000200430735,0000000007517,10133119451,VAV634103250626,GRA FER SRL-30707514627-249686,QUIMILI (SGO) - SANTIAGO DEL ESTERO - CP 3740,26/06/2026,04:26,26/06/2026,09:17,26/06/2026,17:12,2026-06-26T04:26:00,2026-06-26T09:17:00,2026-06-26T17:12:00,0909,MAIZ,MAIZ,CELDA 171 - CENTRO,CELDA_171_-_CENTRO,mrodriguez,54820,18480,36340,35260,15.6,,,UNKNOWN_PLATFORM_MAPPING,,,,
CTG_10133134522,MovimientosPorContrato_20260626.xlsx,2026-06-26,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,MOR901,MOR901,2000655,COMMODITIES S.A.-30640872566-222089,14439574,000404032750,0000000000962,10133134522,VIC584523260626,TOMAS HNOS.Y CIA.S.A.-30537721274-222823,LERTORA (BS.AS.) - BUENOS AIRES - CP 64002,26/06/2026,10:41,26/06/2026,11:43,26/06/2026,17:14,2026-06-26T10:41:00,2026-06-26T11:43:00,2026-06-26T17:14:00,0301,SOJA,SOJA,VOLCABLE PTO 3,VOLCABLE_PTO_3,,52460,15680,36780,36486,10.9,"FAZON 2026, FAZON 2026",,,,,,
CTG_10233148191,MovimientosPorContrato_20260626.xlsx,2026-06-26,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,OII935,OII935,2000662,CARGILL S.A.C.I.-30506792165-220165,14439635,000404032751,0000100002787,10233148191,VIC585615260626,FECCIA Y BATTISTONI SRL-30539794503-220677,BUSTINZA - SANTA FE - CP 25010,26/06/2026,13:07,26/06/2026,13:30,26/06/2026,17:16,2026-06-26T13:07:00,2026-06-26T13:30:00,2026-06-26T17:16:00,0301,SOJA,SOJA,VOLCABLE PTO 2,VOLCABLE_PTO_2,,45320,13540,31780,31558,12.6,"FAZON PTO 2026, FAZON PTO 2026",,,,,,
CTG_10133147369,MovimientosPorContrato_20260626.xlsx,2026-06-26,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,EJC368,EJC368,2000662,CARGILL S.A.C.I.-30506792165-220165,14439628,000404032752,0000100014638,10133147369,VIC312478260626,AGROPRODUCCIONES TORRESI S.R.L.-30711522952-251231,LOS JURIES - SANTIAGO DEL ESTERO - CP 37631,26/06/2026,12:54,26/06/2026,13:25,26/06/2026,17:20,2026-06-26T12:54:00,2026-06-26T13:25:00,2026-06-26T17:20:00,0301,SOJA,SOJA,VOLCABLE PTO 5,VOLCABLE_PTO_5,,44900,13860,31040,30286,14.9,"FAZON PTO 2026, FAZON PTO 2026",,,,,,
CTG_10133134233,MovimientosPorContrato_20260626.xlsx,2026-06-26,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,HJP193,HJP193,2000655,COMMODITIES S.A.-30640872566-222089,14439576,000404032753,0000000000961,10133134233,VIC633051260626,TOMAS HNOS.Y CIA.S.A.-30537721274-222823,LERTORA (BS.AS.) - BUENOS AIRES - CP 64002,26/06/2026,10:43,26/06/2026,11:47,26/06/2026,17:21,2026-06-26T10:43:00,2026-06-26T11:47:00,2026-06-26T17:21:00,0301,SOJA,SOJA,VOLCABLE PTO 2,VOLCABLE_PTO_2,,52520,16980,35540,35185,10.2,"FAZON 2026, FAZON 2026",,,,,,
CTG_10133147396,MovimientosPorContrato_20260626.xlsx,2026-06-26,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,AD936TO,AD936TO,2000662,CARGILL S.A.C.I.-30506792165-220165,14439645,000404032754,0000000003260,10133147396,VIC497842260626,FYO ACOPIO S.A.-30711855641-249107,CAÑADA ROSQUIN (SFE) - SANTA FE - CP 24540,26/06/2026,13:23,26/06/2026,13:40,26/06/2026,17:22,2026-06-26T13:23:00,2026-06-26T13:40:00,2026-06-26T17:22:00,0301,SOJA,SOJA,VOLCABLE PTO 3,VOLCABLE_PTO_3,,52220,15900,36320,35957,12.8,"FAZON PTO 2026, FAZON PTO 2026",,,,,,
CTG_10133134272,MovimientosPorContrato_20260626.xlsx,2026-06-26,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,CEK943,CEK943,2000655,COMMODITIES S.A.-30640872566-222089,14439622,000404032755,0000000000037,10133134272,VIC245329260626,SCILINGO HNOS S.A.-30714158887-250519,AVERIAS - SANTIAGO DEL ESTERO - CP 37661,26/06/2026,12:38,26/06/2026,13:22,26/06/2026,17:25,2026-06-26T12:38:00,2026-06-26T13:22:00,2026-06-26T17:25:00,0301,SOJA,SOJA,VOLCABLE PTO 5,VOLCABLE_PTO_5,,44960,15480,29480,28735,14.3,"FAZON 2026, FAZON 2026",,,,,,
CTG_10133118011,MovimientosPorContrato_20260626.xlsx,2026-06-26,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,AB935GY,AB935GY,2000662,CARGILL S.A.C.I.-30506792165-220165,14439666,000404032756,0000000003389,10133118011,VIC098868250626,SERVIGRAIN S.A.-30711169748-248828,MARCOS JUAREZ (CBA) - CORDOBA - CP 25800,26/06/2026,14:07,26/06/2026,15:24,26/06/2026,17:30,2026-06-26T14:07:00,2026-06-26T15:24:00,2026-06-26T17:30:00,0301,SOJA,SOJA,VOLCABLE PTO 3,VOLCABLE_PTO_3,,45120,14980,30140,30140,10.7,"FAZON PTO 2026, FAZON PTO 2026",,,,,,
CTG_30033143383,MovimientosPorContrato_20260626.xlsx,2026-06-26,TERMINAL DE EMBARQUE,TERMINAL_EMBARQUE,I,I,INGRESO,I,GVJ645,GVJ645,11525,BUNGE ARGENTINA S.A.-30700869918-231767,14439559,000404032757,0130000040255,30033143383,,RENOVA S.A.-30709590894-242524,SAN JERONIMO SUD - SANTA FE - CP 21360,26/06/2026,10:08,26/06/2026,10:22,26/06/2026,17:32,2026-06-26T10:08:00,2026-06-26T10:22:00,2026-06-26T17:32:00,0232,ACEITE GIRASOL PARA REFINAR,ACEITE GIRASOL PARA REFINAR,ACEITE PTO,ACEITE_PTO,,44200,15320,28880,28880,0,"FAZON RENOVA/BUNGE, FAZON RENOVA/BUNGE",,,2026-06-25T12:36:00,,TiemposEntrePasos_20260625.xlsx,PLATE_WINDOW
